Alert_Number,Organization_Name,Repository_Name,Secret_Type,Secret_Type_ID,State,Created_At,Updated_At,URL,Validity,Resolution,Resolved_By,Resolved_At,Publicly_Leaked,Push_Protection_Bypassed,Location_Path,Location_Start_Line,Location_End_Line,Location_Start_Column,Location_End_Column,Location_Blob_Sha,Location_Blob_URL,Locations_URL,Has_More_Locations
14,InfoMGHAS-KR,may26-webgoat,Amazon AWS Secret Access Key,aws_secret_access_key,open,2025-06-06T11:53:07Z,2025-06-06T11:53:07Z,https://github.com/InfoMGHAS-KR/may26-webgoat/security/secret-scanning/14,unknown,,,,True,False,webgoat-lessons/secure-passwords/src/main/java/org/owasp/webgoat/Secrets.java,9,9,38,78,405132e6f6b57db783f092c1630a8318a5895c39,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/git/blobs/405132e6f6b57db783f092c1630a8318a5895c39,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/secret-scanning/alerts/14/locations,True
13,InfoMGHAS-KR,may26-webgoat,Amazon AWS Access Key ID,aws_access_key_id,open,2025-06-06T11:53:07Z,2025-12-03T12:38:35Z,https://github.com/InfoMGHAS-KR/may26-webgoat/security/secret-scanning/13,inactive,,,,True,False,.aws/credentials,6,6,21,41,5d542f08824e2e062ea645d3edfd77645b225372,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/git/blobs/5d542f08824e2e062ea645d3edfd77645b225372,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/secret-scanning/alerts/13/locations,False
12,InfoMGHAS-KR,may26-webgoat,Amazon AWS Access Key ID,aws_access_key_id,open,2025-06-06T11:53:07Z,2025-12-03T09:23:26Z,https://github.com/InfoMGHAS-KR/may26-webgoat/security/secret-scanning/12,inactive,,,,True,False,.aws/credentials,6,6,21,41,63f835d767956b4d8366df2f28e5a181edd868d3,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/git/blobs/63f835d767956b4d8366df2f28e5a181edd868d3,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/secret-scanning/alerts/12/locations,True
11,InfoMGHAS-KR,may26-webgoat,Amazon AWS Access Key ID,aws_access_key_id,open,2025-06-06T11:53:07Z,2025-12-03T12:38:34Z,https://github.com/InfoMGHAS-KR/may26-webgoat/security/secret-scanning/11,inactive,,,,True,False,webgoat-lessons/secure-passwords/src/main/java/org/owasp/webgoat/Secrets.java,7,7,35,55,405132e6f6b57db783f092c1630a8318a5895c39,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/git/blobs/405132e6f6b57db783f092c1630a8318a5895c39,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/secret-scanning/alerts/11/locations,True
10,InfoMGHAS-KR,may26-webgoat,Azure DevOps Personal Access Token,azure_devops_personal_access_token,open,2025-06-06T11:53:07Z,2025-06-06T11:53:07Z,https://github.com/InfoMGHAS-KR/may26-webgoat/security/secret-scanning/10,unknown,,,,True,False,src/main/java/org/owasp/webgoat/lessons/secure_passwords/SecurePasswordsAssignment.java,85,85,24,76,c2efd09b2d62267dd3e5893b2dbbce9547966eb7,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/git/blobs/c2efd09b2d62267dd3e5893b2dbbce9547966eb7,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/secret-scanning/alerts/10/locations,False
9,InfoMGHAS-KR,may26-webgoat,Amazon AWS Access Key ID,aws_access_key_id,open,2025-06-06T11:53:07Z,2025-12-03T12:38:34Z,https://github.com/InfoMGHAS-KR/may26-webgoat/security/secret-scanning/9,inactive,,,,True,False,.aws/credentials,2,2,28,48,5d542f08824e2e062ea645d3edfd77645b225372,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/git/blobs/5d542f08824e2e062ea645d3edfd77645b225372,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/secret-scanning/alerts/9/locations,False
8,InfoMGHAS-KR,may26-webgoat,GitHub Personal Access Token,github_personal_access_token,open,2025-06-06T11:53:07Z,2025-06-06T12:33:53Z,https://github.com/InfoMGHAS-KR/may26-webgoat/security/secret-scanning/8,unknown,,,,True,False,test secret,1,1,17,57,c2a4f36d518a666bba8d36a94d5aab97e209c9e8,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/git/blobs/c2a4f36d518a666bba8d36a94d5aab97e209c9e8,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/secret-scanning/alerts/8/locations,False
7,InfoMGHAS-KR,may26-webgoat,Azure DevOps Personal Access Token,azure_devops_personal_access_token,open,2025-06-06T11:53:07Z,2025-06-06T11:53:07Z,https://github.com/InfoMGHAS-KR/may26-webgoat/security/secret-scanning/7,unknown,,,,True,False,src/main/java/org/owasp/webgoat/lessons/secure_passwords/SecurePasswordsAssignment.java,85,85,25,77,3dc49b45904a06eeb7585485369f48695d01a4d0,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/git/blobs/3dc49b45904a06eeb7585485369f48695d01a4d0,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/secret-scanning/alerts/7/locations,False
6,InfoMGHAS-KR,may26-webgoat,Amazon AWS Access Key ID,aws_access_key_id,open,2025-06-06T11:53:07Z,2025-12-03T09:23:26Z,https://github.com/InfoMGHAS-KR/may26-webgoat/security/secret-scanning/6,inactive,,,,True,False,Config/terraform/aws/ec2.tf,15,15,26,46,00e0ba940f34aafa718bd54e5937f79d3ff07c2c,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/git/blobs/00e0ba940f34aafa718bd54e5937f79d3ff07c2c,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/secret-scanning/alerts/6/locations,False
5,InfoMGHAS-KR,may26-webgoat,Amazon AWS Access Key ID,aws_access_key_id,open,2025-06-06T11:53:07Z,2025-12-03T12:38:34Z,https://github.com/InfoMGHAS-KR/may26-webgoat/security/secret-scanning/5,inactive,,,,True,False,.aws/credentials,2,2,21,41,63f835d767956b4d8366df2f28e5a181edd868d3,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/git/blobs/63f835d767956b4d8366df2f28e5a181edd868d3,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/secret-scanning/alerts/5/locations,True
4,InfoMGHAS-KR,may26-webgoat,GitHub Personal Access Token,github_personal_access_token,open,2025-06-06T11:53:07Z,2025-06-06T12:19:40Z,https://github.com/InfoMGHAS-KR/may26-webgoat/security/secret-scanning/4,unknown,,,,True,False,.github/workflowgithub-polaris-action.yml,31,31,24,64,990944fc524628e4dc82cba9396a4b905533c33b,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/git/blobs/990944fc524628e4dc82cba9396a4b905533c33b,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/secret-scanning/alerts/4/locations,True
3,InfoMGHAS-KR,may26-webgoat,GitHub Personal Access Token,github_personal_access_token,open,2025-06-06T11:53:07Z,2025-06-06T12:18:02Z,https://github.com/InfoMGHAS-KR/may26-webgoat/security/secret-scanning/3,unknown,,,,True,False,test secret,1,1,17,57,9ea3d04ee70ac9de0056ff0e3ea4298ff4fdd317,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/git/blobs/9ea3d04ee70ac9de0056ff0e3ea4298ff4fdd317,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/secret-scanning/alerts/3/locations,False
2,InfoMGHAS-KR,may26-webgoat,GitHub Personal Access Token,github_personal_access_token,open,2025-06-06T11:53:06Z,2025-06-06T12:33:55Z,https://github.com/InfoMGHAS-KR/may26-webgoat/security/secret-scanning/2,unknown,,,,True,False,.github/workflows/semgrep-test.yml,40,40,39,79,736f952ae535e3cd51e3f81c779929c82c6b2c3c,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/git/blobs/736f952ae535e3cd51e3f81c779929c82c6b2c3c,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/secret-scanning/alerts/2/locations,False
1,InfoMGHAS-KR,may26-webgoat,Amazon AWS Secret Access Key,aws_secret_access_key,open,2025-06-06T11:53:06Z,2025-06-06T11:53:06Z,https://github.com/InfoMGHAS-KR/may26-webgoat/security/secret-scanning/1,unknown,,,,True,False,.aws/credentials,3,3,28,68,5d542f08824e2e062ea645d3edfd77645b225372,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/git/blobs/5d542f08824e2e062ea645d3edfd77645b225372,https://api.github.com/repos/InfoMGHAS-KR/may26-webgoat/secret-scanning/alerts/1/locations,True
21,InfoMGHAS-KR,repo-webgoat,Terraform Cloud / Enterprise API Token,terraform_api_token,open,2025-03-03T15:02:26Z,2025-08-13T11:09:44Z,https://github.com/InfoMGHAS-KR/repo-webgoat/security/secret-scanning/21,inactive,,,,True,False,webgoat-lessons/secure-passwords/src/main/java/org/owasp/webgoat/Secrets.java,13,13,36,126,405132e6f6b57db783f092c1630a8318a5895c39,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/git/blobs/405132e6f6b57db783f092c1630a8318a5895c39,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/secret-scanning/alerts/21/locations,True
20,InfoMGHAS-KR,repo-webgoat,Amazon AWS Secret Access Key,aws_secret_access_key,open,2025-03-03T15:02:26Z,2025-06-06T11:53:11Z,https://github.com/InfoMGHAS-KR/repo-webgoat/security/secret-scanning/20,unknown,,,,True,False,webgoat-lessons/secure-passwords/src/main/java/org/owasp/webgoat/Secrets.java,9,9,38,78,405132e6f6b57db783f092c1630a8318a5895c39,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/git/blobs/405132e6f6b57db783f092c1630a8318a5895c39,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/secret-scanning/alerts/20/locations,True
19,InfoMGHAS-KR,repo-webgoat,Amazon AWS Access Key ID,aws_access_key_id,open,2025-03-03T15:02:26Z,2025-12-03T08:54:40Z,https://github.com/InfoMGHAS-KR/repo-webgoat/security/secret-scanning/19,inactive,,,,True,False,Config/terraform/aws/ec2.tf,15,15,26,46,00e0ba940f34aafa718bd54e5937f79d3ff07c2c,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/git/blobs/00e0ba940f34aafa718bd54e5937f79d3ff07c2c,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/secret-scanning/alerts/19/locations,False
18,InfoMGHAS-KR,repo-webgoat,Amazon AWS Access Key ID,aws_access_key_id,open,2025-03-03T15:02:26Z,2025-12-03T08:54:39Z,https://github.com/InfoMGHAS-KR/repo-webgoat/security/secret-scanning/18,inactive,,,,True,False,.aws/credentials,6,6,21,41,5d542f08824e2e062ea645d3edfd77645b225372,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/git/blobs/5d542f08824e2e062ea645d3edfd77645b225372,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/secret-scanning/alerts/18/locations,False
17,InfoMGHAS-KR,repo-webgoat,Mailgun API Key,mailgun_api_key,open,2025-03-03T15:02:25Z,2025-08-13T06:50:17Z,https://github.com/InfoMGHAS-KR/repo-webgoat/security/secret-scanning/17,inactive,,,,True,False,webgoat-lessons/secure-passwords/src/main/java/org/owasp/webgoat/Secrets.java,17,17,34,84,405132e6f6b57db783f092c1630a8318a5895c39,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/git/blobs/405132e6f6b57db783f092c1630a8318a5895c39,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/secret-scanning/alerts/17/locations,True
16,InfoMGHAS-KR,repo-webgoat,Postman API Key,postman_api_key,open,2025-03-03T15:02:25Z,2025-08-13T07:28:20Z,https://github.com/InfoMGHAS-KR/repo-webgoat/security/secret-scanning/16,inactive,,,,True,False,webgoat-lessons/secure-passwords/src/main/java/org/owasp/webgoat/Secrets.java,15,15,34,98,405132e6f6b57db783f092c1630a8318a5895c39,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/git/blobs/405132e6f6b57db783f092c1630a8318a5895c39,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/secret-scanning/alerts/16/locations,True
15,InfoMGHAS-KR,repo-webgoat,Azure DevOps Personal Access Token,azure_devops_personal_access_token,open,2025-03-03T15:02:25Z,2025-06-06T11:53:11Z,https://github.com/InfoMGHAS-KR/repo-webgoat/security/secret-scanning/15,unknown,,,,True,False,src/main/java/org/owasp/webgoat/lessons/secure_passwords/SecurePasswordsAssignment.java,85,85,24,76,c2efd09b2d62267dd3e5893b2dbbce9547966eb7,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/git/blobs/c2efd09b2d62267dd3e5893b2dbbce9547966eb7,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/secret-scanning/alerts/15/locations,False
14,InfoMGHAS-KR,repo-webgoat,Azure DevOps Personal Access Token,azure_devops_personal_access_token,open,2025-03-03T15:02:25Z,2025-06-06T11:53:11Z,https://github.com/InfoMGHAS-KR/repo-webgoat/security/secret-scanning/14,unknown,,,,True,False,src/main/java/org/owasp/webgoat/lessons/secure_passwords/SecurePasswordsAssignment.java,85,85,25,77,3dc49b45904a06eeb7585485369f48695d01a4d0,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/git/blobs/3dc49b45904a06eeb7585485369f48695d01a4d0,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/secret-scanning/alerts/14/locations,False
13,InfoMGHAS-KR,repo-webgoat,Amazon AWS Access Key ID,aws_access_key_id,open,2025-03-03T15:02:25Z,2025-12-03T12:08:11Z,https://github.com/InfoMGHAS-KR/repo-webgoat/security/secret-scanning/13,inactive,,,,True,False,.aws/credentials,6,6,21,41,63f835d767956b4d8366df2f28e5a181edd868d3,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/git/blobs/63f835d767956b4d8366df2f28e5a181edd868d3,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/secret-scanning/alerts/13/locations,True
12,InfoMGHAS-KR,repo-webgoat,Amazon AWS Secret Access Key,aws_secret_access_key,open,2025-03-03T15:02:24Z,2025-06-06T11:53:10Z,https://github.com/InfoMGHAS-KR/repo-webgoat/security/secret-scanning/12,unknown,,,,True,False,.aws/credentials,3,3,28,68,5d542f08824e2e062ea645d3edfd77645b225372,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/git/blobs/5d542f08824e2e062ea645d3edfd77645b225372,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/secret-scanning/alerts/12/locations,True
11,InfoMGHAS-KR,repo-webgoat,Amazon AWS Access Key ID,aws_access_key_id,open,2025-03-03T15:02:24Z,2025-12-03T12:08:11Z,https://github.com/InfoMGHAS-KR/repo-webgoat/security/secret-scanning/11,inactive,,,,True,False,.aws/credentials,2,2,21,41,63f835d767956b4d8366df2f28e5a181edd868d3,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/git/blobs/63f835d767956b4d8366df2f28e5a181edd868d3,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/secret-scanning/alerts/11/locations,True
10,InfoMGHAS-KR,repo-webgoat,GitLab Access Token,gitlab_access_token,open,2025-03-03T15:02:24Z,2025-08-13T06:34:51Z,https://github.com/InfoMGHAS-KR/repo-webgoat/security/secret-scanning/10,inactive,,,,True,False,README.md,169,169,13,39,e2a409f1baceb1245ca81d67d80ab609856ab4ab,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/git/blobs/e2a409f1baceb1245ca81d67d80ab609856ab4ab,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/secret-scanning/alerts/10/locations,False
9,InfoMGHAS-KR,repo-webgoat,Google API Key,google_api_key,open,2025-03-03T15:02:24Z,2025-08-14T11:09:47Z,https://github.com/InfoMGHAS-KR/repo-webgoat/security/secret-scanning/9,inactive,,,,True,False,webgoat-lessons/secure-passwords/src/main/java/org/owasp/webgoat/Secrets.java,11,11,46,85,405132e6f6b57db783f092c1630a8318a5895c39,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/git/blobs/405132e6f6b57db783f092c1630a8318a5895c39,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/secret-scanning/alerts/9/locations,True
8,InfoMGHAS-KR,repo-webgoat,Amazon AWS Secret Access Key,aws_secret_access_key,open,2025-03-03T15:02:24Z,2025-03-03T15:02:24Z,https://github.com/InfoMGHAS-KR/repo-webgoat/security/secret-scanning/8,unknown,,,,True,False,Config/terraform/aws/ec2.tf,16,16,30,70,00e0ba940f34aafa718bd54e5937f79d3ff07c2c,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/git/blobs/00e0ba940f34aafa718bd54e5937f79d3ff07c2c,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/secret-scanning/alerts/8/locations,False
7,InfoMGHAS-KR,repo-webgoat,GitHub Personal Access Token,github_personal_access_token,open,2025-03-03T15:02:24Z,2025-06-06T11:53:11Z,https://github.com/InfoMGHAS-KR/repo-webgoat/security/secret-scanning/7,unknown,,,,True,False,test secret,1,1,17,57,c2a4f36d518a666bba8d36a94d5aab97e209c9e8,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/git/blobs/c2a4f36d518a666bba8d36a94d5aab97e209c9e8,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/secret-scanning/alerts/7/locations,False
6,InfoMGHAS-KR,repo-webgoat,GitHub Personal Access Token,github_personal_access_token,open,2025-03-03T15:02:24Z,2025-06-06T11:53:11Z,https://github.com/InfoMGHAS-KR/repo-webgoat/security/secret-scanning/6,unknown,,,,True,False,.github/workflows/SynopsysDetect.yaml,27,27,25,65,8b71c7f1240db2c8ab162ec525a1aa7983844de6,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/git/blobs/8b71c7f1240db2c8ab162ec525a1aa7983844de6,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/secret-scanning/alerts/6/locations,False
5,InfoMGHAS-KR,repo-webgoat,Amazon AWS Access Key ID,aws_access_key_id,open,2025-03-03T15:02:24Z,2025-12-03T12:08:10Z,https://github.com/InfoMGHAS-KR/repo-webgoat/security/secret-scanning/5,inactive,,,,True,False,.aws/credentials,2,2,28,48,5d542f08824e2e062ea645d3edfd77645b225372,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/git/blobs/5d542f08824e2e062ea645d3edfd77645b225372,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/secret-scanning/alerts/5/locations,False
3,InfoMGHAS-KR,repo-webgoat,Amazon AWS Secret Access Key,aws_secret_access_key,open,2025-03-03T15:02:23Z,2025-06-06T11:53:11Z,https://github.com/InfoMGHAS-KR/repo-webgoat/security/secret-scanning/3,unknown,,,,True,False,.aws/credentials,7,7,25,65,5d542f08824e2e062ea645d3edfd77645b225372,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/git/blobs/5d542f08824e2e062ea645d3edfd77645b225372,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/secret-scanning/alerts/3/locations,True
2,InfoMGHAS-KR,repo-webgoat,GitHub Personal Access Token,github_personal_access_token,open,2025-03-03T15:02:23Z,2025-06-06T11:53:10Z,https://github.com/InfoMGHAS-KR/repo-webgoat/security/secret-scanning/2,unknown,,,,True,False,.github/workflows/semgrep-test.yml,40,40,39,79,736f952ae535e3cd51e3f81c779929c82c6b2c3c,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/git/blobs/736f952ae535e3cd51e3f81c779929c82c6b2c3c,https://api.github.com/repos/InfoMGHAS-KR/repo-webgoat/secret-scanning/alerts/2/locations,False
