org_name,repo_name,package_name,dependency_name,is_open_source
InfoMGHAS-KR,GHAS-new-features,requirements.txt,alembic==1.6.5,true
InfoMGHAS-KR,GHAS-new-features,requirements.txt,pyjwt==2.1.0  # Has known vulnerabilities,true
InfoMGHAS-KR,GHAS-new-features,requirements.txt,cryptography==3.4.7,true
InfoMGHAS-KR,GHAS-new-features,requirements.txt,bcrypt==3.2.0,true
InfoMGHAS-KR,GHAS-new-features,requirements.txt,requests==2.25.1,true
InfoMGHAS-KR,GHAS-new-features,requirements.txt,pyyaml==5.4.1  # Has known vulnerabilities,true
InfoMGHAS-KR,GHAS-new-features,requirements.txt,pandas==1.2.4,true
InfoMGHAS-KR,GHAS-new-features,requirements.txt,numpy==1.20.3,true
InfoMGHAS-KR,GHAS-new-features,requirements.txt,pytest==6.2.4,true
InfoMGHAS-KR,GHAS-new-features,requirements.txt,pytest-cov==2.12.0,true
InfoMGHAS-KR,GHAS-new-features,requirements.txt,scikit-learn==0.24.2,true
InfoMGHAS-KR,GHAS-new-features,requirements.txt,tensorflow==2.5.0  # Has known vulnerabilities,true
InfoMGHAS-KR,GHAS-new-features,package.json,express,true
InfoMGHAS-KR,GHAS-new-features,package.json,lodash,true
InfoMGHAS-KR,GHAS-new-features,package.json,axios,true
InfoMGHAS-KR,GHAS-new-features,package.json,jsonwebtoken,true
InfoMGHAS-KR,GHAS-new-features,package.json,mongoose,true
InfoMGHAS-KR,GHAS-new-features,package.json,helmet,true
InfoMGHAS-KR,GHAS-new-features,package.json,dotenv,true
InfoMGHAS-KR,GHAS-new-features,package.json,@types/express,true
InfoMGHAS-KR,GHAS-new-features,package.json,@types/jest,true
InfoMGHAS-KR,GHAS-new-features,package.json,@types/lodash,true
InfoMGHAS-KR,GHAS-new-features,package.json,@types/node,true
InfoMGHAS-KR,GHAS-new-features,package.json,eslint,true
InfoMGHAS-KR,GHAS-new-features,package.json,jest,true
InfoMGHAS-KR,GHAS-new-features,package.json,typescript,true
InfoMGHAS-KR,ghas-juiceshop,package.json,body-parser,true
InfoMGHAS-KR,ghas-juiceshop,package.json,check-dependencies,true
InfoMGHAS-KR,ghas-juiceshop,package.json,check-internet-connected,true
InfoMGHAS-KR,ghas-juiceshop,package.json,clarinet,true
InfoMGHAS-KR,ghas-juiceshop,package.json,colors,true
InfoMGHAS-KR,ghas-juiceshop,package.json,compression,true
InfoMGHAS-KR,ghas-juiceshop,package.json,concurrently,true
InfoMGHAS-KR,ghas-juiceshop,package.json,config,true
InfoMGHAS-KR,ghas-juiceshop,package.json,cookie-parser,true
InfoMGHAS-KR,ghas-juiceshop,package.json,cors,true
InfoMGHAS-KR,ghas-juiceshop,package.json,dottie,true
InfoMGHAS-KR,ghas-juiceshop,package.json,download,true
InfoMGHAS-KR,ghas-juiceshop,package.json,errorhandler,true
InfoMGHAS-KR,ghas-juiceshop,package.json,ethers,true
InfoMGHAS-KR,ghas-juiceshop,package.json,exif,true
InfoMGHAS-KR,ghas-juiceshop,package.json,express,true
InfoMGHAS-KR,ghas-juiceshop,package.json,express-ipfilter,true
InfoMGHAS-KR,ghas-juiceshop,package.json,express-jwt,true
InfoMGHAS-KR,ghas-juiceshop,package.json,express-rate-limit,true
InfoMGHAS-KR,ghas-juiceshop,package.json,express-robots-txt,true
InfoMGHAS-KR,ghas-juiceshop,package.json,express-security.txt,true
InfoMGHAS-KR,ghas-juiceshop,package.json,feature-policy,true
InfoMGHAS-KR,ghas-juiceshop,package.json,file-stream-rotator,true
InfoMGHAS-KR,ghas-juiceshop,package.json,file-type,true
InfoMGHAS-KR,ghas-juiceshop,package.json,filesniffer,true
InfoMGHAS-KR,ghas-juiceshop,package.json,finale-rest,true
InfoMGHAS-KR,ghas-juiceshop,package.json,fs-extra,true
InfoMGHAS-KR,ghas-juiceshop,package.json,fuzzball,true
InfoMGHAS-KR,ghas-juiceshop,package.json,glob,true
InfoMGHAS-KR,ghas-juiceshop,package.json,graceful-fs,true
InfoMGHAS-KR,ghas-juiceshop,package.json,grunt,true
InfoMGHAS-KR,ghas-juiceshop,package.json,grunt-contrib-compress,true
InfoMGHAS-KR,ghas-juiceshop,package.json,grunt-replace-json,true
InfoMGHAS-KR,ghas-juiceshop,package.json,hashids,true
InfoMGHAS-KR,ghas-juiceshop,package.json,hbs,true
InfoMGHAS-KR,ghas-juiceshop,package.json,helmet,true
InfoMGHAS-KR,ghas-juiceshop,package.json,html-entities,true
InfoMGHAS-KR,ghas-juiceshop,package.json,i18n,true
InfoMGHAS-KR,ghas-juiceshop,package.json,js-yaml,true
InfoMGHAS-KR,ghas-juiceshop,package.json,jsonwebtoken,true
InfoMGHAS-KR,ghas-juiceshop,package.json,jssha,true
InfoMGHAS-KR,ghas-juiceshop,package.json,juicy-chat-bot,true
InfoMGHAS-KR,ghas-juiceshop,package.json,libxmljs,true
InfoMGHAS-KR,ghas-juiceshop,package.json,marsdb,true
InfoMGHAS-KR,ghas-juiceshop,package.json,median,true
InfoMGHAS-KR,ghas-juiceshop,package.json,morgan,true
InfoMGHAS-KR,ghas-juiceshop,package.json,multer,true
InfoMGHAS-KR,ghas-juiceshop,package.json,node-pre-gyp,true
InfoMGHAS-KR,ghas-juiceshop,package.json,notevil,true
InfoMGHAS-KR,ghas-juiceshop,package.json,on-finished,true
InfoMGHAS-KR,ghas-juiceshop,package.json,otplib,true
InfoMGHAS-KR,ghas-juiceshop,package.json,pdfkit,true
InfoMGHAS-KR,ghas-juiceshop,package.json,portscanner,true
InfoMGHAS-KR,ghas-juiceshop,package.json,prom-client,true
InfoMGHAS-KR,ghas-juiceshop,package.json,pug,true
InfoMGHAS-KR,ghas-juiceshop,package.json,replace,true
InfoMGHAS-KR,ghas-juiceshop,package.json,request,true
InfoMGHAS-KR,ghas-juiceshop,package.json,sanitize-filename,true
InfoMGHAS-KR,ghas-juiceshop,package.json,sanitize-html,true
InfoMGHAS-KR,ghas-juiceshop,package.json,semver,true
InfoMGHAS-KR,ghas-juiceshop,package.json,sequelize,true
InfoMGHAS-KR,ghas-juiceshop,package.json,serve-index,true
InfoMGHAS-KR,ghas-juiceshop,package.json,socket.io,true
InfoMGHAS-KR,ghas-juiceshop,package.json,sqlite3,true
InfoMGHAS-KR,ghas-juiceshop,package.json,svg-captcha,true
InfoMGHAS-KR,ghas-juiceshop,package.json,swagger-ui-express,true
InfoMGHAS-KR,ghas-juiceshop,package.json,ts-node-dev,true
InfoMGHAS-KR,ghas-juiceshop,package.json,unzipper,true
InfoMGHAS-KR,ghas-juiceshop,package.json,web3,true
InfoMGHAS-KR,ghas-juiceshop,package.json,winston,true
InfoMGHAS-KR,ghas-juiceshop,package.json,yaml-schema-validator,true
InfoMGHAS-KR,ghas-juiceshop,package.json,z85,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@cyclonedx/cyclonedx-npm,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@istanbuljs/nyc-config-typescript,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/chai,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/chai-as-promised,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/clarinet,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/compression,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/config,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/cookie-parser,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/cors,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/cross-spawn,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/cypress,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/download,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/errorhandler,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/exif,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/express,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/express-jwt,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/frisby,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/fs-extra,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/glob,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/graceful-fs,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/i18n,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/jasmine,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/jest,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/js-yaml,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/jsonwebtoken,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/jws,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/mocha,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/morgan,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/multer,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/node,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/on-finished,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/pdfkit,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/portscanner,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/pug,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/request,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/sanitize-html,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/semver,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/sequelize,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/serve-index,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/sinon,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/sinon-chai,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/socket.io,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/socket.io-client,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/swagger-ui-express,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/unzipper,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@types/validator,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@typescript-eslint/eslint-plugin,true
InfoMGHAS-KR,ghas-juiceshop,package.json,@typescript-eslint/parser,true
InfoMGHAS-KR,ghas-juiceshop,package.json,chai,true
InfoMGHAS-KR,ghas-juiceshop,package.json,chai-as-promised,true
InfoMGHAS-KR,ghas-juiceshop,package.json,cross-spawn,true
InfoMGHAS-KR,ghas-juiceshop,package.json,cypress,true
InfoMGHAS-KR,ghas-juiceshop,package.json,eslint,true
InfoMGHAS-KR,ghas-juiceshop,package.json,eslint-config-standard-with-typescript,true
InfoMGHAS-KR,ghas-juiceshop,package.json,eslint-plugin-import,true
InfoMGHAS-KR,ghas-juiceshop,package.json,eslint-plugin-node,true
InfoMGHAS-KR,ghas-juiceshop,package.json,eslint-plugin-promise,true
InfoMGHAS-KR,ghas-juiceshop,package.json,frisby,true
InfoMGHAS-KR,ghas-juiceshop,package.json,grunt-cli,true
InfoMGHAS-KR,ghas-juiceshop,package.json,http-server,true
InfoMGHAS-KR,ghas-juiceshop,package.json,jasmine,true
InfoMGHAS-KR,ghas-juiceshop,package.json,jasmine-core,true
InfoMGHAS-KR,ghas-juiceshop,package.json,jasmine-reporters,true
InfoMGHAS-KR,ghas-juiceshop,package.json,jest,true
InfoMGHAS-KR,ghas-juiceshop,package.json,mocha,true
InfoMGHAS-KR,ghas-juiceshop,package.json,node-fetch,true
InfoMGHAS-KR,ghas-juiceshop,package.json,nyc,true
InfoMGHAS-KR,ghas-juiceshop,package.json,shelljs,true
InfoMGHAS-KR,ghas-juiceshop,package.json,sinon,true
InfoMGHAS-KR,ghas-juiceshop,package.json,sinon-chai,true
InfoMGHAS-KR,ghas-juiceshop,package.json,socket.io-client,true
InfoMGHAS-KR,ghas-juiceshop,package.json,source-map-support,true
InfoMGHAS-KR,ghas-juiceshop,package.json,ts-jest,true
InfoMGHAS-KR,ghas-juiceshop,package.json,ts-node,true
InfoMGHAS-KR,ghas-juiceshop,package.json,typescript,true
InfoMGHAS-KR,juice-shop,package.json,body-parser,true
InfoMGHAS-KR,juice-shop,package.json,check-dependencies,true
InfoMGHAS-KR,juice-shop,package.json,check-internet-connected,true
InfoMGHAS-KR,juice-shop,package.json,clarinet,true
InfoMGHAS-KR,juice-shop,package.json,colors,true
InfoMGHAS-KR,juice-shop,package.json,compression,true
InfoMGHAS-KR,juice-shop,package.json,concurrently,true
InfoMGHAS-KR,juice-shop,package.json,config,true
InfoMGHAS-KR,juice-shop,package.json,cookie-parser,true
InfoMGHAS-KR,juice-shop,package.json,cors,true
InfoMGHAS-KR,juice-shop,package.json,dottie,true
InfoMGHAS-KR,juice-shop,package.json,download,true
InfoMGHAS-KR,juice-shop,package.json,errorhandler,true
InfoMGHAS-KR,juice-shop,package.json,ethers,true
InfoMGHAS-KR,juice-shop,package.json,exif,true
InfoMGHAS-KR,juice-shop,package.json,express,true
InfoMGHAS-KR,juice-shop,package.json,express-ipfilter,true
InfoMGHAS-KR,juice-shop,package.json,express-jwt,true
InfoMGHAS-KR,juice-shop,package.json,express-rate-limit,true
InfoMGHAS-KR,juice-shop,package.json,express-robots-txt,true
InfoMGHAS-KR,juice-shop,package.json,express-security.txt,true
InfoMGHAS-KR,juice-shop,package.json,feature-policy,true
InfoMGHAS-KR,juice-shop,package.json,file-stream-rotator,true
InfoMGHAS-KR,juice-shop,package.json,file-type,true
InfoMGHAS-KR,juice-shop,package.json,filesniffer,true
InfoMGHAS-KR,juice-shop,package.json,finale-rest,true
InfoMGHAS-KR,juice-shop,package.json,fs-extra,true
InfoMGHAS-KR,juice-shop,package.json,fuzzball,true
InfoMGHAS-KR,juice-shop,package.json,glob,true
InfoMGHAS-KR,juice-shop,package.json,graceful-fs,true
InfoMGHAS-KR,juice-shop,package.json,grunt,true
InfoMGHAS-KR,juice-shop,package.json,grunt-contrib-compress,true
InfoMGHAS-KR,juice-shop,package.json,grunt-replace-json,true
InfoMGHAS-KR,juice-shop,package.json,hashids,true
InfoMGHAS-KR,juice-shop,package.json,hbs,true
InfoMGHAS-KR,juice-shop,package.json,helmet,true
InfoMGHAS-KR,juice-shop,package.json,html-entities,true
InfoMGHAS-KR,juice-shop,package.json,i18n,true
InfoMGHAS-KR,juice-shop,package.json,js-yaml,true
InfoMGHAS-KR,juice-shop,package.json,jsonwebtoken,true
InfoMGHAS-KR,juice-shop,package.json,jssha,true
InfoMGHAS-KR,juice-shop,package.json,juicy-chat-bot,true
InfoMGHAS-KR,juice-shop,package.json,libxmljs,true
InfoMGHAS-KR,juice-shop,package.json,marsdb,true
InfoMGHAS-KR,juice-shop,package.json,median,true
InfoMGHAS-KR,juice-shop,package.json,morgan,true
InfoMGHAS-KR,juice-shop,package.json,multer,true
InfoMGHAS-KR,juice-shop,package.json,node-pre-gyp,true
InfoMGHAS-KR,juice-shop,package.json,notevil,true
InfoMGHAS-KR,juice-shop,package.json,on-finished,true
InfoMGHAS-KR,juice-shop,package.json,otplib,true
InfoMGHAS-KR,juice-shop,package.json,pdfkit,true
InfoMGHAS-KR,juice-shop,package.json,portscanner,true
InfoMGHAS-KR,juice-shop,package.json,prom-client,true
InfoMGHAS-KR,juice-shop,package.json,pug,true
InfoMGHAS-KR,juice-shop,package.json,replace,true
InfoMGHAS-KR,juice-shop,package.json,request,true
InfoMGHAS-KR,juice-shop,package.json,sanitize-filename,true
InfoMGHAS-KR,juice-shop,package.json,sanitize-html,true
InfoMGHAS-KR,juice-shop,package.json,semver,true
InfoMGHAS-KR,juice-shop,package.json,sequelize,true
InfoMGHAS-KR,juice-shop,package.json,serve-index,true
InfoMGHAS-KR,juice-shop,package.json,socket.io,true
InfoMGHAS-KR,juice-shop,package.json,sqlite3,true
InfoMGHAS-KR,juice-shop,package.json,svg-captcha,true
InfoMGHAS-KR,juice-shop,package.json,swagger-ui-express,true
InfoMGHAS-KR,juice-shop,package.json,ts-node-dev,true
InfoMGHAS-KR,juice-shop,package.json,unzipper,true
InfoMGHAS-KR,juice-shop,package.json,web3,true
InfoMGHAS-KR,juice-shop,package.json,winston,true
InfoMGHAS-KR,juice-shop,package.json,yaml-schema-validator,true
InfoMGHAS-KR,juice-shop,package.json,z85,true
InfoMGHAS-KR,juice-shop,package.json,@cyclonedx/cyclonedx-npm,true
InfoMGHAS-KR,juice-shop,package.json,@istanbuljs/nyc-config-typescript,true
InfoMGHAS-KR,juice-shop,package.json,@types/chai,true
InfoMGHAS-KR,juice-shop,package.json,@types/chai-as-promised,true
InfoMGHAS-KR,juice-shop,package.json,@types/clarinet,true
InfoMGHAS-KR,juice-shop,package.json,@types/compression,true
InfoMGHAS-KR,juice-shop,package.json,@types/config,true
InfoMGHAS-KR,juice-shop,package.json,@types/cookie-parser,true
InfoMGHAS-KR,juice-shop,package.json,@types/cors,true
InfoMGHAS-KR,juice-shop,package.json,@types/cross-spawn,true
InfoMGHAS-KR,juice-shop,package.json,@types/cypress,true
InfoMGHAS-KR,juice-shop,package.json,@types/download,true
InfoMGHAS-KR,juice-shop,package.json,@types/errorhandler,true
InfoMGHAS-KR,juice-shop,package.json,@types/exif,true
InfoMGHAS-KR,juice-shop,package.json,@types/express,true
InfoMGHAS-KR,juice-shop,package.json,@types/express-jwt,true
InfoMGHAS-KR,juice-shop,package.json,@types/frisby,true
InfoMGHAS-KR,juice-shop,package.json,@types/fs-extra,true
InfoMGHAS-KR,juice-shop,package.json,@types/glob,true
InfoMGHAS-KR,juice-shop,package.json,@types/graceful-fs,true
InfoMGHAS-KR,juice-shop,package.json,@types/i18n,true
InfoMGHAS-KR,juice-shop,package.json,@types/jasmine,true
InfoMGHAS-KR,juice-shop,package.json,@types/jest,true
InfoMGHAS-KR,juice-shop,package.json,@types/js-yaml,true
InfoMGHAS-KR,juice-shop,package.json,@types/jsonwebtoken,true
InfoMGHAS-KR,juice-shop,package.json,@types/jws,true
InfoMGHAS-KR,juice-shop,package.json,@types/mocha,true
InfoMGHAS-KR,juice-shop,package.json,@types/morgan,true
InfoMGHAS-KR,juice-shop,package.json,@types/multer,true
InfoMGHAS-KR,juice-shop,package.json,@types/node,true
InfoMGHAS-KR,juice-shop,package.json,@types/on-finished,true
InfoMGHAS-KR,juice-shop,package.json,@types/pdfkit,true
InfoMGHAS-KR,juice-shop,package.json,@types/portscanner,true
InfoMGHAS-KR,juice-shop,package.json,@types/pug,true
InfoMGHAS-KR,juice-shop,package.json,@types/request,true
InfoMGHAS-KR,juice-shop,package.json,@types/sanitize-html,true
